File Name,Score
193_CASE_PS6_HOSP6P58489_PP1171267_1698131118193_manju.jpg,0.5056840181350708
477_CASE_PS6_HOSP23G01690_G3979434_1698247750014_PHOTO7878787885877.jpg,0.9766355752944946
fake_pmjay_33_CASE_PS5_HOSP9P08103_S2333491_22992f27-dc77-4adf-8241-6abd8140c390.jpg,0.8665692806243896
fake_code_85_CASE_PS5_HOSP5G01838_D977360_KHIMULI1JAN2.jpeg,0.7730585336685181
835_CASE_PS6_HOSP23P119659_G4112206_1698315469438_P.jpg,0.2878277599811554
fake_manual_13_CASE_PS5_HOSP5G02134_E890632_5r546.jpeg,0.9922552108764648
fake_code_23_CASE_PS5_HOSP5G02421_D932571_p2.jpg,0.9994823932647705
fake_manual_108_CASE_PS5_HOSP20P11827_S2124889_BABY.jpg,0.7642728686332703
479_CASE_PS6_HOSP23G01690_G3979434_1697644305759_PHOTO7878787885877.jpg,0.9773388504981995
fake_code_4000_CASE_PS5_HOSP5G02158_D1086502_458415.jpeg,0.8790257573127747
fake_pmjay_32_CASE_PS5_HOSP9P08103_AC2322049.jpg,0.8184512257575989
fake_manual_61_CASE_PS5_HOSP5G02421_D967090_PP.jpg,0.9925339221954346
fake_manual_30_CASE_PS5_HOSP5G02129_D960570_1671874929188.jpg,0.9951522350311279
fake_code_3997_CASE_PS5_HOSP5G02158_D1086489_24524524.jpeg,0.8512645959854126
fake_manual_57_CASE_PS5_HOSP5G02421_D904019_P1.jpg,0.998153030872345
fake_code_241_CASE_PS5_HOSP5G01937_D977991_pic.jpg,0.2772510051727295
fake_pmjay_131_CASE_PS5_HOSP9P121300_S2344287_slit image.jpeg,0.9185646772384644
fake_code_4206_CASE_PS5_HOSP5G02421_D1088027_P1.jpg,0.9969632029533386
2068_CASE_PS6_HOSP20P13793_P2563528_1700303759593_4uuu copy.jpg,0.6899607181549072
1345_CASE_PS6_HS22014029_CK7063448_1697985159163_IMG20231016114304.jpg,0.37503039836883545
fake_code_4126_CASE_PS5_HOSP5G02642_D1085823_pic2.jpg,0.7264286875724792
fake_manual_37_CASE_PS5_HOSP5G02421_S962352_00.jpg,0.9771621823310852
fake_manual_108_CASE_PS5_HOSP20P11827_P2103868.jpg,0.9352549910545349
fake_pmjay_106_CASE_PS5_HOSP20G11566_S2108245_bed.jpg,0.9250379800796509
fake_pmjay_101_CASE_PS5_HOSP10P10866_S804231_KALAVATI DEVI INTRA.jpg,0.20410311222076416
973_CASE_PS6_HS22002127_CK7160632_1700042841781_GR.jpg,0.25425484776496887
fake_pmjay_20_CASE_PS5_HOSP1G16029_NF882686.jpg,0.25287505984306335
fake_code_61_CASE_PS5_HOSP5G02421_D967090_PP.jpg,0.9998672008514404
fake_manual_85_CASE_PS5_HOSP5G01838_D977360_KHIMULI1JAN2.jpeg,0.9998205304145813
1345_CASE_PS6_HS22014029_CK7057841_1697985614717_IMG20231016114304.jpg,0.5745145678520203
fake_pmjay_97_CASE_PS5_HOSP9P07121_S2330267.jpg,0.25591805577278137
fake_manual_78_CASE_PS5_HOSP20P15572_P2121356_STILL IMAGE.jpg,0.9549551606178284
477_CASE_PS6_HOSP23G01690_G3979434_1697379739444_PHOTO7878787885877.jpg,0.9779272079467773
fake_pmjay_75_CASE_PS5_HOSP20P111552_S2135128.jpg,0.1973171830177307
fake_pmjay_131_CASE_PS5_HOSP9P121300_S2344327.jpg,0.9802185893058777
fake_pmjay_122_CASE_PS5_HOSP9P02192_S2342407_INTRA OT PIC.jpg,0.37154513597488403
fake_pmjay_125_CASE_PS5_HOSP9P05019_AC2341683.jpg,0.4032192826271057
fake_code_252_CASE_PS5_HOSP5G02421_D922479_P.jpg,0.9804068207740784
fake_pmjay_33_CASE_PS5_HOSP9P08103_AC2328903.jpg,0.9619737267494202
fake_manual_88_CASE_PS5_HOSP5G02421_D942340_P1.jpg,0.9652965068817139
fake_code_88_CASE_PS5_HOSP5G02421_D942340_P1.jpg,0.9075296521186829
2068_CASE_PS6_HOSP20P13793_P2563528_1700303769046_llll.jpg,0.6509646773338318
fake_code_236_CASE_PS5_HOSP5G02421_D981234_P1.jpg,0.19221685826778412
fake_code_13_CASE_PS5_HOSP5G02134_E890632_5r546.jpeg,0.9923708438873291
fake_pmjay_105_CASE_PS5_HOSP1P00511_JK903634_WhatsApp Image 2022-12-25 at 10.44.53 AM.jpeg,0.6017974615097046
fake_code_97_CASE_PS5_HOSP5G02502_D959661_p.jpeg,0.9971045851707458
fake_pmjay_124_CASE_PS5_HOSP9P02192_S2349626.jpg,0.22311855852603912
fake_pmjay_19_CASE_PS5_HOSP1G16029_JK882799.jpg,0.2275644987821579
fake_code_30_CASE_PS5_HOSP5G02129_D960570_1671874929188.jpg,0.7891658544540405
fake_manual_97_CASE_PS5_HOSP5G02502_D959661_p.jpeg,0.9917216897010803
fake_code_37_CASE_PS5_HOSP5G02421_S962352_00.jpg,0.9862903952598572
fake_pmjay_117_CASE_PS5_HOSP9P02192_S2356949_INTRA OT PIC.jpg,0.37414273619651794
fake_pmjay_124_CASE_PS5_HOSP9P02192_S2353066_INTRA OT PIC.jpg,0.20926780998706818
fake_pmjay_17_CASE_PS5_HOSP1G16029_JK883492_DFGHJ.jpg,0.25354960560798645
1067_CASE_PS6_HOSP6P122302_PP1235521_1699861041328_12.jpg,0.995984673500061
fake_code_4048_CASE_PS5_HOSP5G02207_D1071768_PIC1.jpeg,0.5205165147781372
fake_manual_101_CASE_PS5_HOSP10P10866_S802066.jpg,0.9997705817222595
193_CASE_PS6_HOSP6P58489_PP1171267_1697107597066_MANJU.jpg,0.6080930233001709
fake_pmjay_105_CASE_PS5_HOSP1P00511_JK883955.jpg,0.6163113117218018
fake_pmjay_106_CASE_PS5_HOSP20G11566_S2097170.jpg,0.9248053431510925
788_CASE_PS6_HOSP23G01690_G4082625_1698586612641_PHOTO 12.jpg,0.9641785621643066
fake_code_57_CASE_PS5_HOSP5G02421_D904019_P1.jpg,0.9997947812080383
fake_code_4202_CASE_PS5_HOSP5G07688_D943631_K.jpg,0.9168663024902344
fake_code_4154_CASE_PS5_HOSP5G93438_D1089659_P.jpeg,0.9478765726089478
fake_pmjay_130_CASE_PS5_HOSP9P07121_S2330267_OT PIC.jpg,0.25591805577278137
fake_pmjay_75_CASE_PS5_HOSP20P111552_S2136795_IN.jpg,0.19757702946662903
fake_manual_236_CASE_PS5_HOSP5G02421_D981234_P1.jpg,0.998943030834198
835_CASE_PS6_HOSP23P119659_G4112206_1699093122724_P.jpg,0.13620531558990479
fake_pmjay_128_CASE_PS5_HOSP9P07121_AC2385050.jpg,0.5366396903991699
fake_code_4158_CASE_PS5_HOSP5G93438_D1089033_P.jpeg,0.8696807026863098
478_CASE_PS6_HOSP23G01690_G3979434_1697983345492_PHOTO7878787885877.jpg,0.9770188927650452
fake_pmjay_128_CASE_PS5_HOSP9P07121_S2385526_OT PIC.jpg,0.5464074611663818
788_CASE_PS6_HOSP23G01690_G4082625_1697983833793_PHOTO 12.jpg,0.959235429763794
fake_pmjay_19_CASE_PS5_HOSP1G16029_JK884224_DFGH.jpg,0.2384144812822342
1067_CASE_PS6_HOSP6P122302_PP1235521_1699861025648_10.jpg,0.9847553372383118
fake_pmjay_130_CASE_PS5_HOSP9P07121_S2318392.jpg,0.30126556754112244
fake_pmjay_113_CASE_PS5_HOSP6P04942_PP780135_VED PARKASH 4 OT.jpg,0.3021581470966339
fake_pmjay_114_CASE_PS5_HOSP9P02192_AC2238981.jpg,0.42491787672042847
